MES,DIA,DANE,TIPOJUEGO,NOMBRE_LOTERIA,NOMBRE_MODALIDAD,NUMEROAPOSTADO,EDAD,GENERO,VALORAPOSTADO,JORNADA
1,31,condoto,chance,chontico dia,cuatro cifras directo,4748,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras directo,5627,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras directo,8430,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras combinado,2347,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras combinado,3710,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras combinado,3749,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras combinado,4748,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras combinado,5627,64,f,50,Mañana
1,31,condoto,chance,chontico dia,cuatro cifras combinado,8430,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras directo,2347,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras directo,3710,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras directo,3749,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras directo,4748,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras directo,5627,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras directo,8430,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras combinado,2347,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras combinado,3710,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras combinado,3749,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras combinado,4748,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras combinado,5627,64,f,50,Mañana
1,31,condoto,chance,cafetero dia,cuatro cifras combinado,8430,64,f,50,Mañana
1,30,medio san juan,chance,cruz roja,cuatro cifras directo,0425,44,f,111,Tarde
1,30,medio san juan,chance,cruz roja,cuatro cifras directo,1999,44,f,111,Tarde
1,30,medio san juan,chance,cruz roja,cuatro cifras directo,2068,44,f,111,Tarde
1,30,medio san juan,chance,cruz roja,cuatro cifras directo,2069,44,f,111,Tarde
1,30,medio san juan,chance,cruz roja,cuatro cifras directo,2929,44,f,111,Tarde
1,30,medio san juan,chance,huila,cuatro cifras directo,0425,44,f,111,Tarde
1,30,medio san juan,chance,huila,cuatro cifras directo,1999,44,f,111,Tarde
1,30,medio san juan,chance,huila,cuatro cifras directo,2068,44,f,111,Tarde
1,30,medio san juan,chance,huila,cuatro cifras directo,2069,44,f,111,Tarde
1,30,medio san juan,chance,huila,cuatro cifras directo,2929,44,f,111,Tarde
1,9,quibdó,chance,cundinamarca,cuatro cifras directo,0411,72,f,18,Tarde
1,9,quibdó,chance,cundinamarca,cuatro cifras directo,0418,72,f,16,Tarde
1,9,quibdó,chance,cundinamarca,cuatro cifras directo,0425,72,f,16,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0315,48,f,70,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0319,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0624,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0716,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0726,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0807,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0908,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0914,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0924,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,0929,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,1007,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,1022,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,1030,48,f,62,Tarde
1,22,condoto,chance,cundinamarca,cuatro cifras directo,1208,48,f,62,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,0411,57,f,47,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,0426,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,1104,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,1718,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,2604,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,2640,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,4026,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,5000,57,f,41,Tarde
1,11,uníon panamericana,chance,dorado tarde,cuatro cifras directo,7373,57,f,41,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0214,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0225,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0302,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0326,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0426,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0530,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0708,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0925,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1212,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1216,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1231,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2500,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2502,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2604,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,3232,53,m,100,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,4384,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0214,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0225,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0302,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0326,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0426,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0530,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0708,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,0925,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,1212,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,1216,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,1231,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,2500,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,2502,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,2604,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,3232,53,m,100,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,4384,53,m,100,Tarde
1,27,condoto,chance,pijao,cuatro cifras directo,1313,76,m,104,Tarde
1,27,condoto,chance,pijao,cuatro cifras directo,3127,76,m,104,Tarde
1,27,condoto,chance,pijao,cuatro cifras directo,5853,76,m,104,Tarde
1,30,quibdó,chance,dorado tarde,cuatro cifras directo,1372,48,m,50,Tarde
1,30,quibdó,chance,dorado tarde,cuatro cifras directo,1921,48,m,47,Tarde
1,30,quibdó,chance,dorado tarde,cuatro cifras directo,1975,48,m,47,Tarde
1,30,quibdó,chance,dorado tarde,cuatro cifras directo,2737,48,m,47,Tarde
1,30,quibdó,chance,dorado tarde,cuatro cifras directo,3726,48,m,47,Tarde
1,30,quibdó,chance,dorado tarde,cuatro cifras directo,3727,48,m,47,Tarde
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,0677,40,f,159,Mañana
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,2585,40,f,154,Mañana
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,5852,40,f,154,Mañana
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,6074,40,f,154,Mañana
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,7760,40,f,154,Mañana
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,8525,40,f,154,Mañana
1,12,quibdó,chance,dorado tarde,cuatro cifras directo,8626,40,f,154,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,0677,40,f,159,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,2585,40,f,154,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,5852,40,f,154,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,6074,40,f,154,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,7760,40,f,154,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,8525,40,f,154,Mañana
1,12,quibdó,chance,culona dia,cuatro cifras directo,8626,40,f,154,Mañana
1,27,quibdó,chance,pijao,cuatro cifras directo,0000,69,m,40,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,0202,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,0210,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,1212,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,1717,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,2020,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,2024,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,2103,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,2929,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,5000,69,m,34,Tarde
1,27,uníon panamericana,chance,pijao,cuatro cifras directo,0544,44,f,200,Tarde
1,27,uníon panamericana,chance,chontico dia,cuatro cifras directo,0544,44,f,200,Tarde
1,27,uníon panamericana,chance,culona dia,cuatro cifras directo,0544,44,f,200,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,7333,69,m,34,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,9999,69,m,34,Tarde
1,27,quibdó,chance,chontico dia,cuatro cifras directo,2668,67,f,50,Tarde
1,27,quibdó,chance,chontico dia,cuatro cifras directo,3046,67,f,50,Tarde
1,27,quibdó,chance,chontico dia,cuatro cifras directo,4679,67,f,50,Tarde
1,27,quibdó,chance,chontico dia,cuatro cifras directo,9802,67,f,50,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,0411,57,f,47,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,0426,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,1104,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,1718,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,2604,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,2640,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,4026,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,5000,57,f,41,Tarde
1,11,uníon panamericana,chance,pijao,cuatro cifras directo,7373,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,0411,57,f,47,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,0426,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,1104,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,1718,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,2604,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,2640,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,4026,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,5000,57,f,41,Tarde
1,11,uníon panamericana,chance,chontico dia,cuatro cifras directo,7373,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,0411,57,f,47,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,0426,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,1104,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,1718,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,2604,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,2640,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,4026,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,5000,57,f,41,Tarde
1,11,uníon panamericana,chance,culona dia,cuatro cifras directo,7373,57,f,41,Tarde
1,27,riosucio,pagamas,chontico dia,pagamas 2000,1643,63,m,2000,Tarde
1,27,unguía,chance,pijao,cuatro cifras directo,9463,74,f,100,Tarde
1,27,unguía,chance,pijao,tres cifras directo,463,74,f,150,Tarde
1,30,quibdó,pagamas,cruz roja,pagamas 2000,1921,48,m,2000,Tarde
1,30,quibdó,pagamas,cruz roja,pagamas 1500,1921,48,m,1500,Tarde
1,30,quibdó,pagamas,huila,pagamas 1500,1921,48,m,1500,Tarde
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0945,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1037,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1212,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1715,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1777,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1895,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1999,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,2709,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3321,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,4123,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,4721,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,4777,68,m,151,Mañana
1,27,quibdó,chance,pijao,cuatro cifras directo,1500,50,m,300,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,4936,50,m,300,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1500,50,m,300,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,4936,50,m,300,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,9999,55,m,250,Tarde
1,30,quibdó,chance,cruz roja,tres cifras directo,999,55,m,375,Tarde
1,30,quibdó,chance,huila,cuatro cifras directo,9999,55,m,250,Tarde
1,30,quibdó,chance,huila,tres cifras directo,999,55,m,375,Tarde
1,30,nóvita,chance,cruz roja,cuatro cifras directo,6111,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,8888,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0945,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1037,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1212,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1715,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1777,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1895,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1999,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,2709,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3321,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,4123,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,4721,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,4777,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,6111,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,8888,68,m,151,Mañana
1,27,acandí,chance,chontico dia,cuatro cifras directo,1111,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,6066,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,6666,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,6910,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,7519,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,9012,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,9111,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,9413,50,f,240,Tarde
1,27,acandí,chance,chontico dia,cuatro cifras directo,9610,50,f,240,Tarde
1,27,acandí,chance,chontico dia,tres cifras directo,666,50,f,360,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,1111,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,6066,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,6666,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,6910,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,7519,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,9012,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,9111,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,9413,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,cuatro cifras directo,9610,50,f,240,Tarde
1,27,acandí,chance,dorado tarde,tres cifras directo,666,50,f,360,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,1111,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,6066,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,6666,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,6910,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,7519,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,9012,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,9111,50,f,240,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,9413,50,f,240,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,0520,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,2040,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,2056,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,3090,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,3321,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,3414,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,5170,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,5333,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,7173,46,f,50,Tarde
1,27,quibdó,chance,pijao,cuatro cifras directo,8756,46,f,50,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,6048,44,m,166,Tarde
1,27,acandí,chance,culona dia,cuatro cifras directo,9610,50,f,240,Tarde
1,27,acandí,chance,culona dia,tres cifras directo,666,50,f,360,Tarde
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1061,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1419,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,2828,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3058,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3222,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3254,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3648,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3988,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,5156,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,5315,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,5555,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,5987,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,6110,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,9889,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1061,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1419,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,2828,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3058,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3222,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3254,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3648,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3988,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,5156,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,5315,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,5555,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,5987,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,6110,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,9889,68,m,151,Mañana
1,27,acandí,pagamas,chontico dia,pagamas 2000,9012,50,f,2000,Tarde
1,27,acandí,chance,chontico dia,tres cifras directo,012,50,f,1500,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0107,52,m,300,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0607,52,m,300,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0701,52,m,300,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0706,52,m,300,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1720,52,m,300,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1997,52,m,300,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,0107,52,m,300,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,0607,52,m,300,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,0701,52,m,300,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,0706,52,m,300,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1720,52,m,300,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1997,52,m,300,Mañana
1,30,acandí,pagamas,cruz roja,pagamas 2000,8876,69,f,2000,Tarde
1,30,acandí,pagamas,huila,pagamas 2000,4538,69,f,2000,Tarde
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0181,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0222,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1112,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1560,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3016,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,4038,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,6115,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,6444,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,6844,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,8096,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,8415,68,m,151,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,9787,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0181,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0222,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1112,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1560,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3016,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,4038,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,6115,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,6444,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,6844,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,8096,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,8415,68,m,151,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,9787,68,m,151,Mañana
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1059,46,f,72,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1109,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1290,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1984,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,2112,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,2527,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,2906,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,3175,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,3207,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,3637,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,4031,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,6476,46,f,71,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,7663,46,f,71,Tarde
1,27,uníon panamericana,chance,dorado tarde,cuatro cifras directo,0218,44,f,150,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1186,44,m,170,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1954,44,m,166,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,1984,44,m,166,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,2050,44,m,166,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,4270,44,m,166,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0000,59,f,70,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1212,59,f,62,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2228,59,f,62,Tarde
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2324,59,f,62,Tarde
1,27,quibdó,chance,dorado tarde,cuatro cifras directo,8454,46,f,71,Tarde
1,27,quibdó,chance,culona dia,cuatro cifras directo,1059,46,f,72,Tarde
1,27,quibdó,chance,culona dia,cuatro cifras directo,1109,46,f,71,Tarde
