MES,DIA,DANE,TIPOJUEGO,NOMBRE_LOTERIA,NOMBRE_MODALIDAD,NUMEROAPOSTADO,EDAD,GENERO,VALORAPOSTADO,JORNADA
1,30,nóvita,chance,huila,cuatro cifras directo,3333,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,9999,59,f,60,Mañana
1,30,quibdó,dobleacierto 4c 1000,cafetero dia,dobleacierto 4cif 1000,1270,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cafetero dia,dobleacierto 4cif 1000,1701,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cafetero dia,dobleacierto 4cif 1000,2009,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cafetero dia,dobleacierto 4cif 1000,2200,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cafetero dia,dobleacierto 4cif 1000,7575,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,chontico dia,dobleacierto 4cif 1000,1270,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,chontico dia,dobleacierto 4cif 1000,1701,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,chontico dia,dobleacierto 4cif 1000,2009,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,chontico dia,dobleacierto 4cif 1000,2200,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,chontico dia,dobleacierto 4cif 1000,7575,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,pijao,dobleacierto 4cif 1000,1270,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,pijao,dobleacierto 4cif 1000,1701,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,pijao,dobleacierto 4cif 1000,2009,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,pijao,dobleacierto 4cif 1000,2200,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,pijao,dobleacierto 4cif 1000,7575,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cruz roja,dobleacierto 4cif 1000,1270,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cruz roja,dobleacierto 4cif 1000,1701,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cruz roja,dobleacierto 4cif 1000,2009,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cruz roja,dobleacierto 4cif 1000,2200,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,cruz roja,dobleacierto 4cif 1000,7575,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,huila,dobleacierto 4cif 1000,1270,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,huila,dobleacierto 4cif 1000,1701,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,huila,dobleacierto 4cif 1000,2009,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,huila,dobleacierto 4cif 1000,2200,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,huila,dobleacierto 4cif 1000,7575,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 2500,cruz roja,dobleacierto 4cif 2500,1270,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,cruz roja,dobleacierto 4cif 2500,1701,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,cruz roja,dobleacierto 4cif 2500,2009,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,cruz roja,dobleacierto 4cif 2500,2200,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,cruz roja,dobleacierto 4cif 2500,7575,44,m,250,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0319,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0328,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0723,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0823,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0924,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1212,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1328,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1723,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1924,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,4723,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,7023,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,7328,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0319,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0328,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0723,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0823,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0924,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1212,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1328,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1723,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1924,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,4723,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,7023,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,7328,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0000,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0105,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0524,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1103,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1212,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1924,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3101,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,4444,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,5555,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,6666,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,7777,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,8888,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0000,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0105,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0524,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1103,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1212,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1924,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3101,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,4444,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,5555,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,6666,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,7777,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,8888,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0124,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0126,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0131,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1111,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1999,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,2222,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,2401,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,2430,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3001,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3024,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,3333,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,9999,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0124,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0126,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0131,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1111,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1999,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,2222,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,2401,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,2430,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3001,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,3024,59,f,60,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1010,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1111,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1500,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1515,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1522,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2222,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2250,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,5022,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,5050,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,6850,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1010,78,f,100,Mañana
1,30,quibdó,dobleacierto 4c 2500,chontico dia,dobleacierto 4cif 2500,1270,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,chontico dia,dobleacierto 4cif 2500,1701,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,chontico dia,dobleacierto 4cif 2500,2009,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,chontico dia,dobleacierto 4cif 2500,2200,44,m,250,Mañana
1,30,quibdó,dobleacierto 4c 2500,chontico dia,dobleacierto 4cif 2500,7575,44,m,250,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1500,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1515,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1522,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,2222,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,2250,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,5022,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,5050,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,6850,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1111,78,f,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,dorado tarde,dobleacierto 4cif 1000,1270,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,dorado tarde,dobleacierto 4cif 1000,1701,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,dorado tarde,dobleacierto 4cif 1000,2009,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,dorado tarde,dobleacierto 4cif 1000,2200,44,m,100,Mañana
1,30,quibdó,dobleacierto 4c 1000,dorado tarde,dobleacierto 4cif 1000,7575,44,m,100,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1016,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,2425,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,4568,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,7313,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1016,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,2425,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,4568,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,7313,52,m,50,Mañana
1,30,riosucio,dobleacierto 4c 2500,culona dia,dobleacierto 4cif 2500,0613,62,f,250,Mañana
1,30,riosucio,dobleacierto 4c 2500,culona dia,dobleacierto 4cif 2500,1363,62,f,250,Mañana
1,30,riosucio,dobleacierto 4c 2500,culona dia,dobleacierto 4cif 2500,2331,62,f,250,Mañana
1,30,riosucio,dobleacierto 4c 2500,culona dia,dobleacierto 4cif 2500,5588,62,f,250,Mañana
1,30,riosucio,dobleacierto 4c 2500,culona dia,dobleacierto 4cif 2500,9223,62,f,250,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1113,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,2612,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,4568,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,7313,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1113,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,2612,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,4568,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,7313,52,m,50,Mañana
1,11,quibdó,dobleacierto 3c 2500,chontico dia,dobleacierto 3cif 2500,375,59,m,250,Mañana
1,11,quibdó,dobleacierto 3c 2500,chontico dia,dobleacierto 3cif 2500,412,59,m,250,Mañana
1,11,quibdó,dobleacierto 3c 2500,chontico dia,dobleacierto 3cif 2500,888,59,m,250,Mañana
1,11,quibdó,dobleacierto 3c 2500,chontico dia,dobleacierto 3cif 2500,964,59,m,250,Mañana
1,11,quibdó,dobleacierto 3c 2500,chontico dia,dobleacierto 3cif 2500,977,59,m,250,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0223,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0314,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0413,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0501,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,0518,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1013,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1203,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1222,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,1225,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,2431,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,7223,59,f,60,Mañana
1,30,nóvita,chance,cruz roja,cuatro cifras directo,7924,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0223,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0314,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0413,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0501,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,0518,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1013,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1203,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1222,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,1225,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,2431,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,7223,59,f,60,Mañana
1,30,nóvita,chance,huila,cuatro cifras directo,7924,59,f,60,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0107,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0607,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0701,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0706,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0107,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0607,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0701,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0706,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0107,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0607,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0701,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0706,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1720,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0107,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0607,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0701,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0706,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1720,52,m,50,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,0000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,1000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,2000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,3000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,4000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,5000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,6000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,7000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,8000,78,f,100,Mañana
1,30,quibdó,chance,cruz roja,cuatro cifras directo,9000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,0000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,1000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,2000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,3000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,4000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,5000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,6000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,7000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,8000,78,f,100,Mañana
1,30,quibdó,chance,huila,cuatro cifras directo,9000,78,f,100,Mañana
1,11,quibdó,dobleacierto 3c 1000,chontico dia,dobleacierto 3cif 1000,375,59,m,100,Mañana
1,11,quibdó,dobleacierto 3c 1000,chontico dia,dobleacierto 3cif 1000,412,59,m,100,Mañana
1,11,quibdó,dobleacierto 3c 1000,chontico dia,dobleacierto 3cif 1000,888,59,m,100,Mañana
1,11,quibdó,dobleacierto 3c 1000,chontico dia,dobleacierto 3cif 1000,964,59,m,100,Mañana
1,11,quibdó,dobleacierto 3c 1000,chontico dia,dobleacierto 3cif 1000,977,59,m,100,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0107,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0607,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0701,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,0706,52,m,50,Mañana
1,29,quibdó,chance,cruz roja,cuatro cifras directo,1997,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0107,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0607,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0701,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,0706,52,m,50,Mañana
1,29,quibdó,chance,huila,cuatro cifras directo,1997,52,m,50,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,0709,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,0907,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,1719,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,1917,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,7009,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,7119,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,9007,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,cuatro cifras directo,9117,54,m,62,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,007,54,m,105,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,009,54,m,93,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,117,54,m,93,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,119,54,m,93,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,709,54,m,93,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,719,54,m,93,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,907,54,m,93,Mañana
1,6,quibdó,chance,chontico dia,tres cifras directo,917,54,m,93,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,0020,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,0100,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,0210,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,1000,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,1040,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,1050,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,1111,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,cuatro cifras directo,4610,68,m,44,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,000,68,m,71,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,020,68,m,66,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,040,68,m,66,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,050,68,m,66,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,100,68,m,66,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,111,68,m,66,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,210,68,m,66,Mañana
1,31,riosucio,chance,chontico dia,tres cifras directo,610,68,m,66,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,0020,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,0100,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,0210,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,1000,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,1040,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,1050,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,1111,68,m,44,Mañana
1,31,riosucio,chance,culona dia,cuatro cifras directo,4610,68,m,44,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,000,68,m,71,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,020,68,m,66,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,040,68,m,66,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,050,68,m,66,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,100,68,m,66,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,111,68,m,66,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,210,68,m,66,Mañana
1,31,riosucio,chance,culona dia,tres cifras directo,610,68,m,66,Mañana
1,31,riosucio,chance,pijao,tres cifras directo,050,68,m,66,Mañana
1,31,riosucio,chance,pijao,tres cifras directo,100,68,m,66,Mañana
1,31,riosucio,chance,pijao,tres cifras directo,111,68,m,66,Mañana
1,31,riosucio,chance,pijao,tres cifras directo,210,68,m,66,Mañana
1,31,riosucio,chance,pijao,tres cifras directo,610,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,0020,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,0100,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,0210,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,1000,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,1040,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,1050,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,1111,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,cuatro cifras directo,4610,68,m,44,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,000,68,m,71,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,020,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,040,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,050,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,100,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,111,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,210,68,m,66,Mañana
1,31,riosucio,chance,dorado tarde,tres cifras directo,610,68,m,66,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,0020,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,0100,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,0210,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,1000,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,1040,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,1050,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,1111,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,cuatro cifras directo,4610,68,m,44,Mañana
1,31,riosucio,chance,cafetero dia,tres cifras directo,000,68,m,71,Mañana
1,31,riosucio,chance,cafetero dia,tres cifras directo,020,68,m,66,Mañana
1,31,riosucio,chance,cafetero dia,tres cifras directo,040,68,m,66,Mañana
1,31,riosucio,chance,cafetero dia,tres cifras directo,050,68,m,66,Mañana
1,31,riosucio,chance,cafetero dia,tres cifras directo,100,68,m,66,Mañana
