MES,DIA,HORA,DANE,TIPOJUEGO,NOMBRE_LOTERIA,NOMBRE_MODALIDAD,NUMEROAPOSTADO,EDAD,GENERO,GANADOR,VALORAPOSTADO
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 3333,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 9999,59,F,no,60
Enero     ,30,06:28:04,Quibdó,DOBLEACIERTO 4C 1000,CAFETERO DIA,DOBLEACIERTO 4CIF 1000,RES: 1270,44,M,no,100
Enero     ,30,06:28:04,Quibdó,DOBLEACIERTO 4C 1000,CAFETERO DIA,DOBLEACIERTO 4CIF 1000,RES: 1701,44,M,no,100
Enero     ,30,06:28:04,Quibdó,DOBLEACIERTO 4C 1000,CAFETERO DIA,DOBLEACIERTO 4CIF 1000,RES: 2009,44,M,no,100
Enero     ,30,06:28:04,Quibdó,DOBLEACIERTO 4C 1000,CAFETERO DIA,DOBLEACIERTO 4CIF 1000,RES: 2200,44,M,no,100
Enero     ,30,06:28:04,Quibdó,DOBLEACIERTO 4C 1000,CAFETERO DIA,DOBLEACIERTO 4CIF 1000,RES: 7575,44,M,no,100
Enero     ,30,06:28:18,Quibdó,DOBLEACIERTO 4C 1000,CHONTICO DIA,DOBLEACIERTO 4CIF 1000,RES: 1270,44,M,no,100
Enero     ,30,06:28:18,Quibdó,DOBLEACIERTO 4C 1000,CHONTICO DIA,DOBLEACIERTO 4CIF 1000,RES: 1701,44,M,no,100
Enero     ,30,06:28:18,Quibdó,DOBLEACIERTO 4C 1000,CHONTICO DIA,DOBLEACIERTO 4CIF 1000,RES: 2009,44,M,no,100
Enero     ,30,06:28:18,Quibdó,DOBLEACIERTO 4C 1000,CHONTICO DIA,DOBLEACIERTO 4CIF 1000,RES: 2200,44,M,no,100
Enero     ,30,06:28:18,Quibdó,DOBLEACIERTO 4C 1000,CHONTICO DIA,DOBLEACIERTO 4CIF 1000,RES: 7575,44,M,no,100
Enero     ,30,06:28:33,Quibdó,DOBLEACIERTO 4C 1000,PIJAO,DOBLEACIERTO 4CIF 1000,RES: 1270,44,M,no,100
Enero     ,30,06:28:33,Quibdó,DOBLEACIERTO 4C 1000,PIJAO,DOBLEACIERTO 4CIF 1000,RES: 1701,44,M,no,100
Enero     ,30,06:28:33,Quibdó,DOBLEACIERTO 4C 1000,PIJAO,DOBLEACIERTO 4CIF 1000,RES: 2009,44,M,no,100
Enero     ,30,06:28:33,Quibdó,DOBLEACIERTO 4C 1000,PIJAO,DOBLEACIERTO 4CIF 1000,RES: 2200,44,M,no,100
Enero     ,30,06:28:33,Quibdó,DOBLEACIERTO 4C 1000,PIJAO,DOBLEACIERTO 4CIF 1000,RES: 7575,44,M,no,100
Enero     ,30,06:30:00,Quibdó,DOBLEACIERTO 4C 1000,CRUZ ROJA,DOBLEACIERTO 4CIF 1000,RES: 1270,44,M,no,100
Enero     ,30,06:30:00,Quibdó,DOBLEACIERTO 4C 1000,CRUZ ROJA,DOBLEACIERTO 4CIF 1000,RES: 1701,44,M,no,100
Enero     ,30,06:30:00,Quibdó,DOBLEACIERTO 4C 1000,CRUZ ROJA,DOBLEACIERTO 4CIF 1000,RES: 2009,44,M,no,100
Enero     ,30,06:30:00,Quibdó,DOBLEACIERTO 4C 1000,CRUZ ROJA,DOBLEACIERTO 4CIF 1000,RES: 2200,44,M,no,100
Enero     ,30,06:30:00,Quibdó,DOBLEACIERTO 4C 1000,CRUZ ROJA,DOBLEACIERTO 4CIF 1000,RES: 7575,44,M,no,100
Enero     ,30,06:30:08,Quibdó,DOBLEACIERTO 4C 1000,HUILA,DOBLEACIERTO 4CIF 1000,RES: 1270,44,M,no,100
Enero     ,30,06:30:08,Quibdó,DOBLEACIERTO 4C 1000,HUILA,DOBLEACIERTO 4CIF 1000,RES: 1701,44,M,no,100
Enero     ,30,06:30:08,Quibdó,DOBLEACIERTO 4C 1000,HUILA,DOBLEACIERTO 4CIF 1000,RES: 2009,44,M,no,100
Enero     ,30,06:30:08,Quibdó,DOBLEACIERTO 4C 1000,HUILA,DOBLEACIERTO 4CIF 1000,RES: 2200,44,M,no,100
Enero     ,30,06:30:08,Quibdó,DOBLEACIERTO 4C 1000,HUILA,DOBLEACIERTO 4CIF 1000,RES: 7575,44,M,no,100
Enero     ,30,06:31:01,Quibdó,DOBLEACIERTO 4C 2500,CRUZ ROJA,DOBLEACIERTO 4CIF 2500,RES: 1270,44,M,no,250
Enero     ,30,06:31:01,Quibdó,DOBLEACIERTO 4C 2500,CRUZ ROJA,DOBLEACIERTO 4CIF 2500,RES: 1701,44,M,no,250
Enero     ,30,06:31:01,Quibdó,DOBLEACIERTO 4C 2500,CRUZ ROJA,DOBLEACIERTO 4CIF 2500,RES: 2009,44,M,no,250
Enero     ,30,06:31:01,Quibdó,DOBLEACIERTO 4C 2500,CRUZ ROJA,DOBLEACIERTO 4CIF 2500,RES: 2200,44,M,no,250
Enero     ,30,06:31:01,Quibdó,DOBLEACIERTO 4C 2500,CRUZ ROJA,DOBLEACIERTO 4CIF 2500,RES: 7575,44,M,no,250
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0319,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0328,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0723,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0823,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0924,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1212,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1328,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1723,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1924,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 4723,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 7023,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 7328,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0319,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0328,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0723,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0823,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0924,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1212,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1328,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1723,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1924,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 4723,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 7023,59,F,no,60
Enero     ,30,06:54:28,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 7328,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0000,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0105,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0524,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1103,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1212,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1924,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 3101,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 4444,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 5555,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 6666,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 7777,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 8888,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0000,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0105,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0524,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1103,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1212,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1924,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 3101,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 4444,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 5555,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 6666,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 7777,59,F,no,60
Enero     ,30,06:57:46,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 8888,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0124,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0126,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0131,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1111,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1999,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 2222,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 2401,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 2430,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 3001,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 3024,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 3333,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 9999,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0124,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0126,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0131,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1111,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1999,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 2222,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 2401,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 2430,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 3001,59,F,no,60
Enero     ,30,06:58:58,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 3024,59,F,no,60
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1010,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1111,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1500,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1515,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1522,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 2222,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 2250,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 5022,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 5050,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 6850,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1010,78,F,no,100
Enero     ,30,06:31:48,Quibdó,DOBLEACIERTO 4C 2500,CHONTICO DIA,DOBLEACIERTO 4CIF 2500,RES: 1270,44,M,no,250
Enero     ,30,06:31:48,Quibdó,DOBLEACIERTO 4C 2500,CHONTICO DIA,DOBLEACIERTO 4CIF 2500,RES: 1701,44,M,no,250
Enero     ,30,06:31:48,Quibdó,DOBLEACIERTO 4C 2500,CHONTICO DIA,DOBLEACIERTO 4CIF 2500,RES: 2009,44,M,no,250
Enero     ,30,06:31:48,Quibdó,DOBLEACIERTO 4C 2500,CHONTICO DIA,DOBLEACIERTO 4CIF 2500,RES: 2200,44,M,no,250
Enero     ,30,06:31:48,Quibdó,DOBLEACIERTO 4C 2500,CHONTICO DIA,DOBLEACIERTO 4CIF 2500,RES: 7575,44,M,no,250
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1500,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1515,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1522,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 2222,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 2250,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 5022,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 5050,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 6850,78,F,no,100
Enero     ,30,07:18:47,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1111,78,F,no,100
Enero     ,30,06:29:01,Quibdó,DOBLEACIERTO 4C 1000,DORADO TARDE,DOBLEACIERTO 4CIF 1000,RES: 1270,44,M,no,100
Enero     ,30,06:29:01,Quibdó,DOBLEACIERTO 4C 1000,DORADO TARDE,DOBLEACIERTO 4CIF 1000,RES: 1701,44,M,no,100
Enero     ,30,06:29:01,Quibdó,DOBLEACIERTO 4C 1000,DORADO TARDE,DOBLEACIERTO 4CIF 1000,RES: 2009,44,M,no,100
Enero     ,30,06:29:01,Quibdó,DOBLEACIERTO 4C 1000,DORADO TARDE,DOBLEACIERTO 4CIF 1000,RES: 2200,44,M,no,100
Enero     ,30,06:29:01,Quibdó,DOBLEACIERTO 4C 1000,DORADO TARDE,DOBLEACIERTO 4CIF 1000,RES: 7575,44,M,no,100
Enero     ,29,07:09:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1016,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1997,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 2425,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 4568,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 7313,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1016,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1997,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 2425,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 4568,52,M,no,50
Enero     ,29,07:09:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 7313,52,M,no,50
Enero     ,30,06:42:24,Riosucio,DOBLEACIERTO 4C 2500,CULONA DIA,DOBLEACIERTO 4CIF 2500,RES: 0613,62,F,no,250
Enero     ,30,06:42:24,Riosucio,DOBLEACIERTO 4C 2500,CULONA DIA,DOBLEACIERTO 4CIF 2500,RES: 1363,62,F,no,250
Enero     ,30,06:42:24,Riosucio,DOBLEACIERTO 4C 2500,CULONA DIA,DOBLEACIERTO 4CIF 2500,RES: 2331,62,F,no,250
Enero     ,30,06:42:24,Riosucio,DOBLEACIERTO 4C 2500,CULONA DIA,DOBLEACIERTO 4CIF 2500,RES: 5588,62,F,no,250
Enero     ,30,06:42:24,Riosucio,DOBLEACIERTO 4C 2500,CULONA DIA,DOBLEACIERTO 4CIF 2500,RES: 9223,62,F,no,250
Enero     ,29,07:19:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1113,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1997,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 2612,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 4568,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 7313,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1113,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1997,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 2612,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 4568,52,M,no,50
Enero     ,29,07:19:01,Quibdó,chance,HUILA,cuatro cifras directo,RES: 7313,52,M,no,50
Enero     ,11,06:46:34,Quibdó,DOBLEACIERTO 3C 2500,CHONTICO DIA,DOBLEACIERTO 3CIF 2500,RES: 375,59,M,no,250
Enero     ,11,06:46:34,Quibdó,DOBLEACIERTO 3C 2500,CHONTICO DIA,DOBLEACIERTO 3CIF 2500,RES: 412,59,M,no,250
Enero     ,11,06:46:34,Quibdó,DOBLEACIERTO 3C 2500,CHONTICO DIA,DOBLEACIERTO 3CIF 2500,RES: 888,59,M,no,250
Enero     ,11,06:46:34,Quibdó,DOBLEACIERTO 3C 2500,CHONTICO DIA,DOBLEACIERTO 3CIF 2500,RES: 964,59,M,no,250
Enero     ,11,06:46:34,Quibdó,DOBLEACIERTO 3C 2500,CHONTICO DIA,DOBLEACIERTO 3CIF 2500,RES: 977,59,M,no,250
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0223,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0314,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0413,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0501,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 0518,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1013,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1203,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1222,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 1225,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 2431,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 7223,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,CRUZ ROJA,CUATRO CIFRAS DIRECTO,RES: 7924,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0223,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0314,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0413,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0501,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 0518,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1013,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1203,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1222,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 1225,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 2431,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 7223,59,F,no,60
Enero     ,30,06:55:30,Nóvita,chance,HUILA,CUATRO CIFRAS DIRECTO,RES: 7924,59,F,no,60
Enero     ,29,07:18:15,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0107,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0607,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0701,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0706,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1997,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0107,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0607,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0701,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0706,52,M,no,50
Enero     ,29,07:18:15,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1997,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0107,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0607,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0701,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0706,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1720,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0107,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0607,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0701,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,HUILA,cuatro cifras directo,RES: 0706,52,M,no,50
Enero     ,29,07:19:54,Quibdó,chance,HUILA,cuatro cifras directo,RES: 1720,52,M,no,50
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 0000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 1000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 2000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 3000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 4000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 5000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 6000,78,F,no,100
Enero     ,30,07:21:04,Quibdó,chance,CRUZ ROJA,cuatro cifras directo,RES: 7000,78,F,no,100
